cgpa,internships,tier,sector_demand_index,coding_score,communication_score,starting_salary_lpa
7.91,1,2,0.79,89.3,76.8,8.75
7.0,1,2,1.22,52.7,81.7,7.21
8.26,1,3,1.01,78.1,62.3,7.11
10.0,2,2,0.88,93.2,69.1,12.27
7.72,2,1,0.94,71.0,59.2,14.99
7.8,0,3,1.23,43.1,84.4,6.44
6.95,1,3,1.16,76.0,51.3,5.72
6.48,1,3,1.05,66.3,72.5,4.98
8.5,1,3,0.88,69.4,49.0,5.0
6.47,2,2,1.11,93.8,66.6,9.11
7.59,1,2,1.0,70.8,40.9,8.52
6.93,2,2,1.35,77.7,68.4,8.91
8.07,1,2,0.99,60.1,94.6,9.6
7.9,1,3,1.34,65.8,56.6,4.59
8.75,3,3,1.04,86.8,61.4,8.79
6.89,1,2,0.79,72.0,78.0,8.56
7.18,0,2,1.5,74.3,65.7,11.69
6.33,3,2,0.71,85.0,83.3,8.71
6.97,1,3,0.6,94.5,70.9,8.17
7.95,1,2,0.59,52.7,78.1,6.85
8.41,2,2,1.5,62.6,35.3,10.17
6.39,1,3,1.42,91.9,66.4,5.88
8.54,2,2,1.03,99.9,48.4,12.36
9.13,2,1,1.09,66.1,59.1,16.15
8.0,0,1,1.05,74.1,71.5,12.52
9.75,1,2,0.65,75.3,61.6,10.01
6.57,1,1,1.29,73.5,53.2,14.69
6.01,0,2,1.27,73.7,83.8,9.11
5.37,0,3,0.75,90.5,80.1,5.17
9.3,2,3,1.07,43.0,44.4,9.58
8.29,0,3,0.99,60.2,76.4,8.51
7.43,2,3,0.96,79.6,67.6,7.91
7.84,0,2,0.86,62.6,68.5,5.65
6.15,0,3,0.98,74.3,88.3,4.14
10.0,0,2,0.89,86.3,67.3,9.47
7.66,0,2,1.21,94.0,75.7,9.51
7.63,1,2,0.99,74.2,68.2,7.74
8.37,1,1,0.86,92.3,68.3,15.35
8.08,3,3,0.99,72.1,51.1,4.6
7.77,1,2,0.97,65.4,100.0,6.46
6.55,4,2,0.96,46.9,18.9,7.76
8.07,1,2,1.14,55.0,54.1,10.14
9.76,0,1,0.94,70.1,57.7,12.32
9.11,1,2,0.89,70.4,78.6,9.47
9.41,1,1,0.73,73.4,43.8,14.99
6.89,2,2,1.0,97.5,62.4,10.92
6.31,2,3,1.25,81.3,76.8,6.76
7.35,1,2,0.98,82.1,46.7,6.81
7.57,3,2,0.9,97.4,62.9,12.44
8.81,1,3,0.85,64.7,62.5,3.39
5.47,0,3,0.66,62.4,56.0,4.07
9.34,1,2,1.24,88.3,65.6,9.37
7.31,2,2,1.1,77.3,58.6,9.83
6.99,1,3,1.15,69.3,79.5,8.23
6.29,1,2,1.05,69.1,72.9,7.24
5.51,0,3,0.84,67.4,62.2,3.45
8.49,0,2,0.94,68.5,66.0,7.58
7.59,0,3,0.9,70.0,59.2,8.51
5.95,0,3,0.92,65.5,85.1,4.72
5.95,1,3,0.92,78.3,71.8,5.65
7.1,1,2,1.22,81.2,62.9,8.85
9.5,1,2,1.4,61.5,71.6,11.75
7.19,0,2,0.83,83.5,93.3,8.1
5.7,1,3,0.97,50.9,54.7,5.05
7.21,4,3,1.04,77.6,78.3,8.1
7.17,2,2,0.8,78.3,71.2,8.47
5.0,0,3,1.01,68.7,61.8,4.42
7.43,2,2,1.07,70.9,54.1,10.84
7.22,0,2,0.98,66.5,77.9,7.35
8.34,1,3,1.13,62.4,69.4,5.79
9.72,1,2,1.0,70.0,86.7,11.43
8.85,1,2,0.5,61.8,82.5,8.89
7.18,2,1,0.81,87.1,69.5,17.13
6.17,3,3,1.29,38.5,54.2,2.66
10.0,2,3,1.1,68.0,95.8,7.76
7.57,0,3,0.5,41.5,55.7,3.37
7.52,1,3,0.7,54.0,77.5,6.13
7.47,0,3,1.14,61.3,38.4,3.63
7.74,1,2,0.88,90.1,88.6,10.52
7.33,2,3,0.5,87.3,34.5,7.76
6.81,2,3,1.21,71.1,60.3,4.64
6.84,0,3,1.14,71.0,49.1,5.34
7.46,0,3,0.83,85.6,85.9,8.16
6.85,1,3,1.25,87.0,53.9,5.73
6.64,0,1,0.84,61.4,72.9,11.79
7.63,0,2,0.88,80.1,69.0,9.75
7.19,2,3,0.9,55.7,43.3,7.84
9.3,0,3,0.62,64.2,80.4,6.26
5.0,0,3,1.08,78.9,64.8,3.2
8.81,2,2,1.1,60.1,87.6,10.5
9.0,2,2,0.91,64.7,74.2,8.87
5.01,3,3,1.14,45.1,53.6,5.88
7.09,1,3,0.68,76.8,62.0,5.9
7.05,2,3,1.14,56.8,61.6,4.55
5.81,1,2,1.07,57.7,76.7,7.91
6.57,2,3,0.86,90.3,76.2,6.73
6.17,1,3,1.08,59.7,54.9,2.59
9.6,3,3,0.82,81.3,79.2,10.77
8.62,1,2,1.22,86.5,71.1,10.81
9.03,1,2,1.11,83.8,75.0,9.79
8.37,4,3,1.07,66.3,72.8,10.98
6.15,0,1,0.91,63.6,77.4,12.03
6.87,2,3,1.16,56.3,51.0,4.74
8.09,2,2,1.24,43.6,67.9,9.18
6.03,1,3,1.32,81.6,80.1,8.14
8.36,4,2,0.89,80.2,81.7,12.99
7.21,2,2,1.16,77.2,81.7,9.55
7.05,4,3,1.28,27.4,51.7,5.32
8.35,0,3,0.95,67.3,96.2,5.66
8.03,1,2,1.28,79.4,91.5,10.2
7.07,3,2,1.03,89.3,52.0,10.09
8.89,3,3,0.8,74.5,60.5,9.0
6.2,1,2,0.86,72.9,75.3,7.29
8.24,0,3,0.71,59.8,54.2,6.15
8.21,1,2,0.99,75.7,73.7,9.5
7.13,2,3,0.97,66.4,68.2,5.34
7.89,2,3,1.04,59.1,84.3,7.86
6.0,2,3,1.27,52.6,71.4,5.53
8.61,1,1,1.0,55.8,34.5,12.65
7.28,1,3,0.95,74.9,77.9,8.76
6.87,3,2,0.96,49.2,83.4,8.98
8.76,3,3,0.63,65.6,64.1,7.2
6.65,2,2,1.14,89.6,67.2,11.55
5.81,3,3,0.97,48.5,67.3,6.59
5.63,2,1,1.02,76.7,56.2,15.61
8.23,2,3,0.96,78.2,100.0,8.01
5.96,1,2,1.03,65.6,53.3,7.51
9.61,0,2,0.74,79.3,78.9,7.46
5.0,1,2,1.0,67.2,78.9,4.82
9.54,2,2,0.88,81.9,58.1,9.84
7.75,3,2,1.01,54.0,51.0,9.08
7.38,2,2,0.8,98.3,63.4,14.19
6.85,1,3,1.1,91.6,75.5,9.18
7.98,1,2,1.0,36.6,69.6,5.69
7.45,0,3,0.74,87.6,92.2,8.05
8.82,0,1,1.19,61.3,56.2,11.73
7.64,3,3,0.9,91.5,56.5,10.8
7.68,1,2,0.93,85.1,78.2,9.08
7.06,2,3,1.16,53.7,40.0,4.04
7.43,2,3,1.21,78.6,56.6,8.56
7.87,1,2,0.91,59.5,63.0,7.3
5.45,1,3,1.02,78.1,64.8,8.09
5.88,2,2,1.14,70.7,57.4,7.52
8.39,2,3,1.25,59.1,37.6,7.02
7.71,1,1,1.02,49.9,86.2,14.65
7.28,2,2,1.09,73.5,85.4,11.33
7.52,1,2,0.82,77.0,40.0,6.6
7.92,0,3,0.7,67.6,75.1,2.72
6.85,0,2,1.11,58.4,63.0,5.46
6.57,0,3,0.84,62.8,73.4,4.02
7.74,4,3,0.82,53.6,69.2,7.51
6.33,3,1,1.13,81.0,43.1,14.61
7.99,3,3,0.97,37.6,77.0,3.51
5.46,0,3,1.05,84.3,56.7,3.74
8.73,2,3,0.74,68.9,26.1,6.33
8.07,2,3,0.82,77.8,68.0,7.19
7.81,2,3,1.33,79.3,41.6,6.0
8.68,3,3,0.87,71.8,82.2,8.14
9.5,2,2,0.96,64.1,60.6,10.01
8.72,1,2,1.05,86.6,66.2,8.53
5.29,1,1,0.79,44.3,72.8,11.94
5.96,0,2,1.27,89.5,66.6,7.61
6.75,1,2,1.0,53.2,56.1,5.18
7.53,1,3,0.95,65.1,81.9,6.14
8.12,1,2,1.21,91.5,63.4,7.04
6.63,0,3,1.18,100.0,48.1,4.72
7.72,0,3,1.39,72.7,70.3,6.52
6.59,2,2,0.91,49.7,63.8,8.45
6.77,3,1,1.44,82.8,64.7,16.7
5.81,1,3,1.13,69.4,66.9,5.7
6.39,2,3,1.34,54.1,65.8,6.69
5.88,1,3,1.2,73.3,86.9,6.65
6.33,2,2,0.87,50.4,53.0,9.14
8.76,1,3,0.83,72.9,33.8,2.66
6.36,2,2,0.64,56.2,65.0,9.17
10.0,1,3,0.6,40.5,77.5,2.65
8.09,1,3,0.88,45.1,41.5,3.39
7.72,2,1,1.25,60.9,70.5,16.52
6.47,2,1,0.9,77.5,43.9,15.44
8.34,2,1,0.86,88.8,77.7,15.62
6.81,1,2,1.14,91.4,65.2,9.33
7.65,1,3,0.83,47.3,51.8,3.65
10.0,0,2,1.37,66.6,40.9,9.16
7.38,2,3,0.95,60.8,97.7,7.35
8.88,3,2,1.19,68.4,99.6,11.4
6.66,1,3,0.96,91.2,48.8,6.72
7.46,1,3,1.0,72.4,48.5,6.46
9.62,0,3,1.23,83.0,66.2,6.88
6.75,0,3,1.05,100.0,59.2,7.2
9.67,0,2,1.3,46.5,60.1,9.98
8.35,0,3,0.84,62.9,69.3,2.5
6.83,0,2,0.74,78.6,93.8,10.32
8.26,2,2,0.65,74.0,85.4,12.41
8.67,2,2,1.25,85.7,60.2,11.35
8.25,2,3,1.18,64.2,75.8,7.06
5.62,1,3,0.95,73.1,37.3,2.5
6.63,1,3,1.06,58.7,67.0,5.26
7.2,1,2,1.21,86.0,61.5,8.6
7.41,1,2,0.96,70.6,79.5,6.97
8.24,0,3,0.65,91.1,74.3,5.76
7.71,2,3,0.65,91.2,69.6,7.91
5.9,1,2,0.78,50.8,71.9,7.31
7.96,0,3,1.02,93.5,58.5,4.93
8.23,0,2,0.81,84.0,79.5,5.61
8.17,1,2,1.21,67.7,71.9,8.84
8.8,0,2,0.75,82.6,62.6,7.49
8.5,1,2,0.86,62.4,66.5,8.03
8.05,1,2,0.64,90.4,77.7,6.91
7.42,2,3,0.91,71.5,79.1,6.85
5.51,1,3,1.0,83.3,59.9,6.13
8.02,1,2,1.22,60.5,51.6,7.24
7.75,0,3,1.02,74.2,58.2,5.54
7.83,2,3,1.15,83.3,58.9,7.11
5.97,1,2,1.2,74.6,66.8,5.29
6.2,2,3,1.08,78.4,83.0,7.52
8.76,2,3,0.82,58.6,57.9,5.47
7.45,0,2,1.08,74.6,70.8,6.28
8.32,3,2,1.3,58.7,62.2,11.08
7.53,0,2,0.94,69.7,65.3,8.17
7.54,2,3,1.11,62.6,69.5,5.86
8.63,1,2,1.11,66.9,83.0,9.54
6.88,1,3,0.93,43.7,68.7,4.79
7.62,5,3,1.19,70.4,26.3,5.27
6.95,2,2,0.92,68.4,62.0,7.18
6.98,2,3,1.09,47.3,88.5,4.83
7.13,1,3,0.95,75.1,82.1,7.47
7.77,0,2,1.01,82.4,76.9,11.33
6.93,1,3,1.19,74.7,82.7,7.78
9.01,1,1,0.61,81.8,77.4,16.17
6.43,2,1,1.12,62.1,82.4,13.69
7.28,2,2,1.14,66.8,48.2,9.62
6.97,0,3,0.89,71.1,64.1,4.45
9.24,3,3,0.99,72.2,67.2,7.23
7.74,1,2,0.8,34.8,65.8,7.95
8.74,0,2,0.84,56.2,56.3,9.37
5.72,3,2,1.05,85.0,67.2,11.27
7.82,2,3,1.5,58.3,39.5,8.92
8.57,0,3,1.13,66.3,71.8,4.85
7.6,0,3,0.83,69.2,54.9,4.2
8.78,3,3,1.16,49.9,32.4,4.73
6.88,0,3,1.12,93.7,65.2,4.91
9.19,4,2,0.65,69.5,88.2,14.27
10.0,2,2,0.94,57.2,36.5,7.34
7.06,1,3,0.97,79.7,61.4,5.39
6.97,0,3,1.02,65.5,40.7,5.81
9.24,0,1,0.99,70.9,68.9,15.42
9.4,0,3,1.03,91.1,78.1,6.27
6.87,1,3,0.81,61.9,52.9,4.79
7.0,2,2,0.93,87.1,58.6,7.2
7.16,0,3,0.95,64.9,62.8,4.46
5.89,2,3,1.23,71.0,83.6,7.2
6.4,4,1,0.86,74.5,44.0,16.15
6.3,1,3,0.95,64.8,58.2,7.79
6.58,1,2,0.93,54.7,88.6,9.23
7.46,1,2,1.32,76.8,54.1,6.81
7.78,4,3,1.13,86.8,59.1,9.47
9.36,3,2,0.81,79.4,67.7,11.47
6.3,2,1,1.08,79.0,99.9,19.44
8.68,3,1,0.8,63.1,48.2,15.18
7.24,4,1,1.05,80.3,76.3,18.03
7.44,3,2,1.27,75.4,47.2,10.16
8.31,2,3,0.61,82.9,49.9,5.79
6.15,1,2,0.8,71.5,57.3,5.37
7.96,1,3,1.03,79.0,72.0,6.7
7.7,0,3,0.92,62.8,56.8,5.71
8.09,1,2,1.04,80.4,67.0,7.54
7.85,1,3,0.98,51.1,54.2,4.78
10.0,2,3,0.66,65.0,66.2,6.73
6.73,2,2,1.12,59.5,45.5,4.86
6.86,0,2,0.73,100.0,45.9,8.67
6.75,1,3,1.04,79.8,57.3,6.55
6.83,2,3,0.91,53.7,74.2,7.0
6.74,0,2,1.48,49.5,67.9,7.97
8.93,1,2,0.98,43.8,53.4,7.42
9.2,1,2,1.07,52.9,48.0,8.57
6.82,0,1,1.11,57.3,80.5,13.77
6.5,2,3,1.07,55.4,85.4,2.62
8.07,2,2,0.99,63.0,72.6,7.34
6.84,1,2,0.8,82.5,70.3,7.82
8.26,1,2,0.98,67.0,32.9,7.76
7.74,5,1,0.63,80.7,73.9,18.85
5.68,4,2,1.1,54.0,88.8,11.25
9.36,2,2,1.5,64.3,81.1,12.18
9.66,0,1,1.04,55.9,80.3,15.03
6.76,1,3,1.07,76.6,40.2,5.87
7.03,1,3,0.69,67.3,54.4,7.59
7.84,2,2,0.84,96.6,62.8,11.35
7.9,0,3,1.18,59.9,54.3,4.58
8.29,0,2,0.71,54.4,47.6,7.49
9.91,3,2,0.85,74.5,71.3,12.96
7.29,1,2,1.11,67.4,80.0,11.34
6.54,1,2,1.16,77.5,44.1,6.06
5.84,0,3,0.98,69.1,80.6,2.5
6.62,1,2,1.02,67.9,68.3,8.49
7.46,2,1,1.02,60.0,89.3,13.61
9.65,0,3,0.75,66.0,76.9,5.98
6.88,1,3,0.99,47.1,66.9,7.41
7.77,2,2,1.05,88.0,67.1,10.53
7.48,1,2,0.98,89.0,65.0,9.55
8.93,2,2,0.61,84.1,92.3,10.6
10.0,0,2,1.31,63.1,74.2,11.55
6.86,2,2,0.78,60.6,59.5,8.96
6.91,3,2,1.01,77.5,73.5,9.89
8.75,2,3,1.06,55.7,72.0,9.33
8.32,3,3,0.91,87.0,58.7,8.97
9.72,3,3,1.05,34.3,52.7,5.95
8.2,3,2,0.84,63.2,82.7,7.52
7.07,2,2,1.43,54.0,61.1,8.61
8.21,1,2,0.95,88.7,60.2,9.01
8.83,0,3,1.18,86.1,73.7,6.76
8.48,0,2,0.78,78.5,57.2,7.81
8.11,1,3,1.14,98.7,68.4,5.3
8.78,0,3,0.86,70.2,59.3,9.53
8.9,2,3,0.72,79.5,26.3,5.87
9.16,3,3,0.79,46.0,70.8,8.37
8.28,2,3,0.83,65.2,68.9,6.74
7.3,2,3,1.02,71.7,70.3,2.97
7.68,1,3,1.5,56.2,33.9,3.86
8.95,0,2,1.5,73.8,44.7,8.06
6.52,1,1,0.94,40.5,82.4,12.36
7.94,2,3,1.19,77.5,66.1,9.81
7.03,3,3,0.75,63.5,36.6,8.91
7.53,1,2,0.58,58.2,66.3,8.25
9.03,1,2,1.01,81.2,41.5,9.7
7.73,1,3,1.11,92.0,56.4,5.29
7.56,1,3,1.16,83.4,68.8,5.3
5.87,2,2,1.22,57.8,68.8,7.27
8.4,0,3,0.93,80.0,80.1,9.71
8.27,3,3,1.01,66.2,72.0,7.33
10.0,2,3,1.16,86.9,72.9,11.38
7.13,2,2,1.24,73.3,59.3,8.16
7.76,1,2,0.82,47.9,52.2,5.7
7.8,2,2,1.04,66.4,65.7,8.66
9.39,3,2,1.13,57.6,80.3,10.42
7.39,1,2,1.03,58.3,77.4,7.34
7.83,3,3,0.88,65.1,62.0,9.79
8.23,0,2,1.0,74.1,64.1,8.25
7.72,3,3,1.11,83.6,51.5,7.7
6.96,3,3,0.85,62.1,82.3,7.51
7.73,2,1,0.76,88.2,89.2,18.32
8.79,1,3,1.41,44.5,71.6,6.05
6.27,1,3,1.04,57.4,40.5,4.41
7.66,2,3,1.19,100.0,75.1,10.53
6.66,1,2,1.04,52.9,89.8,6.66
8.93,3,3,1.21,88.8,48.2,7.47
5.67,4,2,1.02,69.6,77.7,10.69
6.83,3,3,1.12,68.9,62.2,6.19
7.95,1,1,0.78,84.0,83.7,15.57
9.38,1,3,0.65,81.9,47.6,5.38
7.42,1,2,0.9,90.0,58.5,7.99
6.83,1,1,0.71,66.3,41.5,14.98
9.76,1,3,0.58,72.1,70.1,6.65
5.76,1,3,1.06,66.2,73.3,4.69
5.0,1,2,0.65,53.3,70.2,5.19
8.03,1,1,1.19,72.6,57.3,13.43
6.9,4,3,1.29,67.5,58.4,6.36
6.27,0,3,0.71,41.9,60.1,2.5
8.35,3,2,1.06,86.6,78.3,10.93
7.79,1,3,1.37,72.2,43.2,5.3
6.82,2,2,0.91,59.5,59.9,9.27
5.96,2,1,1.12,75.0,42.9,13.92
8.55,1,3,1.48,62.1,58.9,4.64
8.28,1,3,0.66,73.0,64.8,5.63
7.38,3,3,0.8,90.8,96.5,8.56
9.72,1,2,1.11,76.0,55.0,8.66
6.22,1,3,1.43,62.7,80.4,5.54
5.67,1,2,0.86,54.5,39.3,7.37
6.67,0,3,1.49,59.3,65.6,5.64
7.45,0,1,1.03,82.2,65.6,16.8
7.79,1,2,0.61,69.2,76.2,7.39
7.21,2,3,1.32,78.4,56.8,5.27
7.92,1,2,0.91,65.8,53.2,7.6
6.0,2,3,1.09,56.0,33.8,6.01
9.23,1,3,0.67,79.0,70.0,4.19
7.4,0,1,0.85,57.9,55.4,12.93
8.84,1,3,0.7,63.9,80.4,6.17
7.91,3,2,0.68,51.6,72.7,10.43
8.05,2,2,1.02,56.0,82.8,10.26
8.18,1,3,1.11,83.4,51.9,7.57
8.04,2,3,0.89,85.7,68.1,8.72
8.27,0,2,0.71,86.4,67.8,13.12
9.09,1,3,0.74,86.4,57.6,10.05
7.74,0,2,1.07,64.7,83.5,9.63
8.35,1,3,1.02,80.0,76.7,6.73
7.39,1,3,1.08,85.8,95.5,7.49
9.23,2,2,1.31,56.9,75.4,11.98
6.69,0,3,1.12,72.9,93.0,8.0
9.66,2,2,1.08,68.1,92.7,10.22
7.45,0,2,1.47,41.9,57.6,3.23
5.78,2,3,0.95,74.9,43.0,2.75
7.65,1,3,1.48,59.3,90.3,8.99
6.68,1,2,1.28,85.8,75.4,11.65
8.51,1,3,0.94,58.6,72.8,6.28
6.72,1,2,1.16,74.9,58.3,8.74
6.96,0,2,0.96,71.7,71.0,10.46
5.23,1,3,0.71,44.2,80.3,6.92
6.96,2,3,1.0,65.2,74.9,7.75
5.0,0,3,0.71,75.4,55.8,3.88
5.6,1,2,1.05,85.4,88.1,8.66
8.41,1,3,1.16,70.3,66.9,6.3
8.44,1,3,0.96,83.6,75.2,6.41
8.01,0,2,1.05,78.1,77.6,9.93
6.34,0,2,1.04,78.6,97.0,8.66
7.44,0,3,1.17,79.2,71.2,4.85
7.5,2,2,1.02,65.9,64.2,10.86
6.11,0,2,0.94,55.2,93.7,8.12
9.3,3,3,1.16,93.5,81.6,10.94
8.55,3,3,1.03,81.5,69.6,8.74
7.23,1,3,0.57,69.0,68.6,6.44
7.53,1,3,0.93,79.3,35.6,5.02
7.75,2,3,0.9,76.0,63.7,11.37
5.05,2,3,1.03,57.2,44.0,7.68
7.2,3,1,1.01,64.9,25.0,13.11
6.68,3,2,0.61,89.9,56.1,9.98
6.3,2,1,0.7,69.9,44.3,12.75
7.16,3,1,0.81,75.6,59.7,13.23
9.66,0,2,1.01,88.9,69.6,12.55
8.27,1,2,1.21,69.9,72.6,9.19
6.81,0,2,0.68,56.0,63.4,4.89
8.19,1,1,0.87,71.7,45.7,11.74
9.18,1,3,0.99,61.6,63.2,6.78
8.61,2,2,0.81,49.1,49.0,8.87
7.57,0,3,1.02,82.0,86.1,7.33
6.72,2,1,1.13,66.2,62.8,16.39
8.34,1,3,0.85,25.2,47.9,5.01
7.97,2,3,1.07,73.8,49.2,4.82
8.57,0,3,0.98,74.0,65.1,4.38
8.26,0,3,0.77,99.3,65.9,8.5
8.76,0,3,0.97,69.9,62.1,4.87
6.86,1,2,1.09,86.0,79.9,7.5
9.08,1,3,1.28,79.7,50.6,4.79
7.74,2,3,1.33,61.2,80.1,8.87
9.99,1,3,0.89,75.2,63.6,8.87
6.67,1,2,0.87,67.5,77.9,8.58
9.58,3,3,1.01,59.7,55.6,6.47
7.74,2,3,0.89,62.3,76.7,6.84
6.72,1,3,1.24,60.2,52.9,4.56
6.92,1,3,1.02,69.9,89.7,6.05
7.12,2,1,1.01,69.9,63.8,16.18
8.01,0,2,1.13,61.8,58.5,6.72
8.13,2,2,1.03,66.9,47.4,9.72
6.81,1,2,1.06,41.9,67.5,7.47
7.47,2,2,1.05,54.9,62.8,6.4
10.0,2,2,0.97,65.6,44.9,12.69
9.57,1,2,0.82,95.1,54.0,11.32
8.02,2,2,1.35,79.5,35.7,6.5
7.55,0,1,0.82,55.3,48.1,10.33
7.64,2,3,1.33,94.2,63.2,10.64
8.24,0,3,1.07,70.0,70.3,6.17
6.27,1,3,0.88,53.0,60.1,5.25
7.19,2,2,1.11,68.8,72.1,10.1
5.5,4,3,1.16,84.8,50.6,9.34
7.98,1,3,1.34,53.0,71.7,7.68
8.28,0,3,0.74,54.5,63.8,3.41
6.92,0,3,0.97,97.1,61.9,6.99
9.39,2,3,1.28,74.4,64.9,6.1
6.03,3,3,1.15,62.9,56.0,4.68
5.74,1,2,1.1,68.4,42.0,6.32
7.77,0,1,1.3,74.3,49.3,11.02
8.76,1,3,0.96,67.1,43.8,4.65
9.52,0,1,0.52,90.2,61.6,12.23
6.95,2,2,0.93,71.5,75.2,9.46
8.79,1,3,1.4,80.0,87.3,11.04
7.45,1,2,1.06,71.2,58.1,8.45
7.29,2,3,0.83,69.4,62.6,6.65
8.56,1,3,1.27,83.4,93.2,8.18
8.28,3,2,1.17,83.7,59.0,12.57
5.61,2,2,1.03,45.5,55.6,6.81
9.27,1,2,1.12,69.7,63.0,7.8
9.16,3,2,0.8,100.0,58.6,12.48
6.75,0,1,0.93,63.3,54.8,15.03
7.97,2,1,0.99,76.8,43.9,13.07
8.09,2,2,1.22,88.7,88.9,10.38
7.81,0,2,0.89,53.4,73.3,7.16
6.84,0,3,0.99,64.4,89.2,5.02
6.69,2,3,1.29,46.4,79.3,6.76
7.47,3,3,1.5,71.6,65.2,6.56
8.91,2,3,0.83,75.8,39.9,6.25
8.15,2,2,1.03,79.7,51.4,9.79
7.06,0,3,0.7,93.6,59.8,6.08
8.43,1,2,1.0,71.0,50.5,12.49
5.0,1,1,0.94,52.7,37.7,12.69
8.88,0,3,1.25,56.8,51.6,2.54
5.41,1,2,0.77,58.6,62.1,5.24
7.07,0,2,0.74,73.1,88.8,6.18
6.16,2,3,1.3,100.0,54.9,9.83
5.95,2,3,0.87,68.9,74.8,4.7
8.89,2,2,1.04,90.6,50.3,11.47
6.94,0,2,1.06,68.3,61.6,8.06
7.92,2,3,0.84,52.6,64.5,3.93
7.44,1,3,0.84,57.8,89.0,5.46
8.07,0,1,1.23,59.1,24.9,11.49
7.59,1,3,1.14,68.2,52.8,3.25
5.96,0,3,1.0,76.1,68.7,7.63
8.7,4,2,0.97,60.1,71.3,11.55
6.91,3,3,1.06,81.9,47.3,9.73
5.63,5,3,1.08,85.7,64.4,12.47
6.99,0,2,1.25,66.0,65.2,7.72
9.3,2,3,1.0,83.8,87.1,9.83
8.52,2,2,1.09,40.9,68.1,7.43
7.08,0,3,1.14,34.6,62.9,5.3
7.08,2,3,1.15,82.5,54.4,6.88
7.11,2,2,1.29,63.7,74.1,8.83
9.99,0,3,1.0,100.0,61.2,6.75
7.96,2,3,0.89,68.6,56.5,6.83
8.02,0,2,0.93,55.0,50.3,7.7
8.74,3,2,1.13,95.3,60.5,12.27
7.79,2,1,0.98,79.8,75.5,17.08
7.19,1,3,1.46,93.2,57.3,6.62
7.26,3,3,1.0,61.2,65.5,7.91
7.41,2,3,0.81,75.5,56.6,7.49
7.46,1,2,1.06,56.9,67.6,9.87
8.37,1,3,1.31,43.8,66.2,6.65
7.56,1,2,0.84,81.1,53.2,8.97
8.38,1,2,0.83,63.1,77.5,9.59
7.4,3,2,0.96,55.1,43.2,6.89
7.59,2,2,0.87,49.2,82.0,10.78
5.1,2,3,0.73,72.7,69.9,5.44
8.6,2,3,0.69,71.0,73.8,7.35
7.92,0,3,1.05,62.7,40.2,3.51
8.7,1,3,1.14,59.9,64.2,4.9
5.0,0,2,0.86,81.5,88.0,6.52
10.0,2,3,0.99,32.8,62.8,4.58
7.33,2,3,1.04,79.5,67.0,7.01
8.83,3,3,0.78,77.0,47.8,9.35
6.25,0,2,1.17,51.5,43.4,5.39
8.24,3,3,1.04,41.0,68.5,7.75
6.24,1,3,1.1,78.8,54.8,6.27
6.75,0,2,1.14,52.4,56.7,5.6
9.8,1,3,1.49,93.6,65.9,10.59
7.27,1,3,0.8,100.0,75.3,9.16
7.76,0,2,0.82,76.4,72.9,9.61
8.54,1,1,1.34,68.5,66.5,15.91
8.09,4,3,1.13,66.7,78.3,8.73
7.68,1,2,1.01,44.4,80.7,7.47
7.94,1,3,0.9,65.7,63.0,5.93
10.0,2,3,0.95,63.1,90.0,10.7
7.43,1,2,0.96,60.5,48.7,9.17
7.74,0,3,0.7,75.9,42.0,2.8
8.76,1,3,1.19,72.0,85.8,8.21
8.83,0,3,0.6,81.8,54.5,2.5
8.92,1,3,0.83,63.3,24.9,4.52
8.27,1,3,0.91,79.0,60.1,5.7
6.13,2,1,1.43,70.1,83.4,16.72
9.46,1,2,0.98,78.9,60.4,8.21
6.12,1,1,1.06,68.8,38.4,10.57
7.86,2,2,0.82,96.7,60.7,9.93
6.59,2,3,1.17,33.4,62.2,4.57
7.42,2,2,1.5,79.4,60.0,7.21
7.89,2,3,1.1,82.8,54.2,9.06
7.89,0,2,0.93,51.0,54.9,6.36
8.01,2,2,0.59,97.4,75.9,11.06
9.44,1,3,1.14,70.3,56.3,8.45
8.04,2,2,0.8,68.1,67.4,8.43
7.21,3,3,0.85,75.6,67.4,10.03
8.66,1,2,1.19,83.3,55.8,9.55
8.93,2,3,0.91,72.0,53.7,8.47
6.03,0,3,0.98,71.5,66.0,5.32
8.22,0,3,1.15,82.6,40.2,6.36
8.34,4,1,0.86,84.5,94.9,19.1
7.14,1,2,0.74,75.0,56.4,7.59
9.15,1,3,1.09,46.8,59.1,8.48
7.32,0,3,1.15,54.7,76.0,4.95
7.65,3,1,0.88,86.3,62.5,15.29
7.29,2,2,0.87,65.8,58.7,11.02
7.52,2,2,0.78,61.0,44.9,7.8
6.18,1,2,1.14,76.6,66.5,5.82
5.77,2,3,1.38,74.7,56.8,4.83
9.41,0,2,1.19,66.7,96.2,7.08
6.48,2,2,0.98,81.2,61.9,8.15
6.31,2,3,1.14,51.0,31.0,6.66
5.0,2,2,0.83,44.0,79.3,7.87
6.73,2,3,1.07,92.5,50.0,7.09
5.91,2,3,0.78,53.2,66.6,4.32
9.47,2,2,0.98,47.9,86.1,9.79
8.71,0,3,1.22,65.1,60.4,7.24
6.67,1,2,1.16,69.6,61.9,5.37
10.0,1,2,1.11,62.8,79.0,14.51
8.68,3,1,1.08,66.6,86.4,16.16
7.11,1,2,0.85,48.7,62.9,6.81
5.0,5,2,1.03,80.7,95.3,11.97
